id,emotion
1521828,neutral
1521816,neutral
1521797,neutral
1521787,neutral
1521776,neutral
1521761,neutral
1521755,neutral
1521745,neutral
1521741,neutral
1521668,neutral
1521661,neutral
1521653,neutral
1521636,neutral
1521620,neutral
1521613,neutral
1521592,neutral
1521575,neutral
1521569,neutral
1521549,neutral
1521529,neutral
1521510,neutral
1521496,neutral
1521490,neutral
1521476,neutral
1521460,neutral
1521443,neutral
1521428,neutral
1521419,neutral
1521407,neutral
1521396,neutral
1521378,neutral
1521367,neutral
1521347,neutral
1521336,neutral
1521325,neutral
1521320,neutral
1521311,neutral
1521296,neutral
1521273,neutral
1521245,neutral
1521211,neutral
1521181,neutral
1521142,neutral
1521124,neutral
1521101,neutral
1521078,neutral
1521057,neutral
1521044,neutral
1521025,neutral
1521017,neutral
1521001,neutral
1520989,neutral
1520975,neutral
1520965,neutral
1520958,neutral
1520861,neutral
1520834,neutral
1520809,neutral
1520797,neutral
1520788,neutral
1520776,neutral
1520767,neutral
1520759,neutral
1520734,neutral
1520724,neutral
1520710,neutral
1520697,neutral
1520690,neutral
1520677,neutral
1520657,neutral
1520642,neutral
1520633,neutral
1520625,neutral
1520617,neutral
1520611,neutral
1520589,neutral
1520570,neutral
1520555,neutral
1520536,neutral
1520531,neutral
1520527,neutral
1520523,neutral
1520519,neutral
1520504,neutral
1520488,neutral
1520474,neutral
1520468,neutral
1520454,neutral
1520435,neutral
1520413,neutral
1520398,neutral
1520363,neutral
1520356,neutral
1520332,neutral
1520318,neutral
1520304,neutral
1520287,neutral
1520281,neutral
1520277,neutral
1520265,neutral
1520204,neutral
1520194,neutral
1520183,neutral
1520169,neutral
1520160,neutral
1520140,neutral
1520121,neutral
1520110,neutral
1520101,neutral
1520083,neutral
1520071,neutral
1520054,neutral
1520037,neutral
1520019,neutral
1520008,neutral
1520002,neutral
1519987,neutral
1519971,neutral
1519956,neutral
1519950,neutral
1519940,neutral
1519929,neutral
1519910,neutral
1519896,neutral
1519889,neutral
1519880,neutral
1519863,neutral
1519850,neutral
1519823,neutral
1519809,neutral
1519801,neutral
1519782,neutral
1519771,neutral
1519757,neutral
1519748,neutral
1519732,neutral
1519721,neutral
1519710,neutral
1519694,neutral
1519669,neutral
1519648,neutral
1519632,neutral
1519623,neutral
1519614,neutral
1519610,neutral
1519599,neutral
1519505,neutral
1519495,neutral
1519480,neutral
1519448,neutral
1519436,neutral
1519431,neutral
1519423,neutral
1519413,neutral
1519406,neutral
1519373,neutral
1519360,neutral
1519349,neutral
1519343,neutral
1519336,neutral
1519328,neutral
1519316,neutral
1519305,neutral
1519288,neutral
1519278,neutral
1519263,neutral
1519250,neutral
1519241,neutral
1519222,neutral
1519208,neutral
1519202,neutral
1519195,neutral
1519184,neutral
1519176,neutral
1519158,neutral
1519150,neutral
1519140,neutral
1519128,neutral
1519121,neutral
1519106,neutral
1519082,neutral
1519068,neutral
1519051,neutral
1519038,neutral
1519022,neutral
1519008,neutral
1519002,neutral
1518987,neutral
1518978,neutral
1518967,neutral
1518964,positive
1518953,neutral
1518854,neutral
1518840,neutral
1518830,neutral
1518817,neutral
1518808,neutral
1518785,neutral
1518768,neutral
1518756,neutral
1518751,neutral
1518737,neutral
1518719,neutral
1518711,neutral
1518704,neutral
1518693,neutral
1518680,neutral
1518668,neutral
1518660,neutral
1518653,neutral
1518648,neutral
1518641,neutral
1518623,neutral
1518616,neutral
1518597,neutral
1518588,neutral
1518578,neutral
1518566,neutral
1518545,neutral
1518533,neutral
1518523,neutral
1518503,neutral
1518492,neutral
1518464,neutral
1518443,neutral
1518432,neutral
1518413,neutral
1518400,neutral
1518390,neutral
1518373,neutral
1518354,neutral
1518329,neutral
1518318,neutral
1518298,neutral
1518289,neutral
1518269,neutral
1518260,neutral
1518242,neutral
1518059,neutral
1518026,neutral
1517989,neutral
1517969,neutral
1517947,neutral
1517916,positive
1517903,neutral
1517891,neutral
1517871,neutral
1517839,neutral
1517825,neutral
1517809,neutral
1517798,neutral
1517783,neutral
1517775,neutral
1517763,neutral
1517752,neutral
1517747,neutral
1517734,neutral
1517727,neutral
1517717,neutral
1517708,neutral
1517691,neutral
1517683,neutral
1517673,neutral
1517655,neutral
1517637,neutral
1517632,neutral
1517611,neutral
1517600,neutral
1517589,neutral
1517568,neutral
1517552,neutral
1517530,neutral
1517513,neutral
1517500,neutral
1517498,neutral
1517486,neutral
1517482,neutral
1517476,neutral
1517472,neutral
1517466,neutral
1517459,neutral
1517434,neutral
1517424,neutral
1517418,neutral
1517296,neutral
1517292,neutral
1517278,neutral
1517275,neutral
1517270,neutral
1517263,positive
1517255,neutral
1517244,neutral
1517236,neutral
1517213,neutral
1517191,neutral
1517180,neutral
1517173,neutral
1517155,neutral
1517134,neutral
1517115,neutral
1517105,neutral
1517089,neutral
1517078,neutral
1517060,neutral
1517030,neutral
1517019,neutral
1516985,neutral
1516965,neutral
1516955,neutral
1516944,neutral
1516930,neutral
1516921,neutral
1516905,neutral
1516878,neutral
1516860,neutral
1516847,neutral
1516827,neutral
1516817,neutral
1516801,neutral
1516780,neutral
1516772,neutral
1516753,neutral
1516739,neutral
1516709,neutral
1516676,neutral
1516659,neutral
1516633,neutral
1516619,neutral
1516611,neutral
1516595,neutral
1516437,neutral
1516431,neutral
1516424,neutral
1516406,neutral
1516394,neutral
1516367,neutral
1516332,neutral
1516308,neutral
1516298,neutral
1516285,neutral
1516274,neutral
1516263,neutral
1516253,neutral
1516239,neutral
1516221,neutral
1516211,neutral
1516201,neutral
1516186,neutral
1516176,neutral
1516166,neutral
1516155,neutral
1516146,neutral
1516127,neutral
1516111,neutral
1516096,neutral
1516088,neutral
1516080,neutral
1516076,neutral
1516071,neutral
1516055,neutral
1516040,neutral
1516031,neutral
1516011,neutral
1515992,neutral
1515970,neutral
1515959,neutral
1515943,neutral
1515932,neutral
1515910,neutral
1515884,neutral
1515877,neutral
1515868,neutral
1515855,neutral
1515851,neutral
1515845,neutral
1515717,neutral
1515703,neutral
1515688,neutral
1515675,neutral
1515661,neutral
1515645,neutral
1515627,neutral
1515607,neutral
1515588,neutral
1515573,neutral
1515563,neutral
1515529,neutral
1515517,neutral
1515505,neutral
1515495,neutral
1515485,neutral
1515472,positive
1515454,neutral
1515447,neutral
1515437,neutral
1515430,neutral
1515417,neutral
1515408,neutral
1515401,neutral
1515390,neutral
1515377,neutral
1515366,neutral
1515348,neutral
1515325,neutral
1515311,neutral
1515292,neutral
1515285,neutral
1515275,neutral
1515260,neutral
1515245,neutral
1515226,neutral
1515219,neutral
1515201,neutral
1515196,neutral
1515175,neutral
1515169,neutral
1515148,neutral
1515140,neutral
1515133,neutral
1515127,neutral
1515123,neutral
1515048,neutral
1515034,neutral
1515026,neutral
1515010,neutral
1514984,neutral
1514971,neutral
1514953,neutral
1514939,neutral
1514930,neutral
1514905,neutral
1514893,neutral
1514870,neutral
1514857,neutral
1514840,neutral
1514821,neutral
1514818,neutral
1514814,neutral
1514804,neutral
1514793,neutral
1514779,neutral
1514773,neutral
1514765,neutral
1514760,neutral
1514740,neutral
1514732,neutral
1514724,neutral
1514715,neutral
1514709,neutral
1514695,neutral
1514688,neutral
1514680,neutral
1514671,neutral
1514665,neutral
1514653,neutral
1514648,neutral
1514638,neutral
1514625,neutral
1514614,neutral
1514609,neutral
1514603,neutral
1514600,neutral
1514597,neutral
1514593,neutral
1514583,neutral
1514575,neutral
1514566,neutral
1514505,neutral
1514501,neutral
1514489,neutral
1514482,neutral
1514470,neutral
1514462,neutral
1514445,neutral
1514425,neutral
1514409,neutral
1514398,neutral
1514388,neutral
1514374,neutral
1514357,neutral
1514342,neutral
1514321,neutral
1514310,neutral
1514294,neutral
1514287,neutral
1514270,neutral
1514261,neutral
1514243,neutral
1514235,neutral
1514226,neutral
1514218,neutral
1514210,neutral
1514193,neutral
1514180,neutral
1514171,neutral
1514160,neutral
1514144,neutral
1514131,neutral
1514121,neutral
1514114,neutral
1514104,positive
1514093,neutral
1514082,neutral
1514075,neutral
1514054,neutral
1514039,neutral
1514019,neutral
1514009,neutral
1513997,neutral
1513988,neutral
1513968,neutral
1513955,neutral
1513943,neutral
1513879,neutral
1513870,neutral
1513859,neutral
1513837,neutral
1513817,neutral
1513805,neutral
1513788,neutral
1513781,neutral
1513772,neutral
1513758,neutral
1513736,neutral
1513724,neutral
1513713,neutral
1513696,neutral
1513683,neutral
1513671,neutral
1513647,neutral
1513629,neutral
1513620,neutral
1513607,neutral
1513588,neutral
1513566,neutral
1513552,neutral
1513543,neutral
1513533,neutral
1513512,neutral
1513499,neutral
1513465,neutral
1513460,neutral
1513447,neutral
1513433,neutral
1513425,neutral
1513414,neutral
1513401,neutral
1513380,neutral
1513370,positive
1513363,neutral
1513358,neutral
1513345,neutral
1513321,neutral
1513302,neutral
1513279,neutral
1513266,neutral
1513258,neutral
1513245,neutral
1513235,neutral
1513219,neutral
1513134,neutral
1513124,neutral
1513119,neutral
1513109,neutral
1513101,neutral
1513091,neutral
1513083,neutral
1513063,neutral
1513054,neutral
1513041,neutral
1513026,neutral
1513006,neutral
1512996,neutral
1512983,neutral
1512973,neutral
1512970,neutral
1512952,neutral
1512943,neutral
1512932,neutral
1512918,neutral
1512903,neutral
1512895,neutral
1512885,neutral
1512879,neutral
1512863,neutral
1512856,neutral
1512851,neutral
1512838,neutral
1512825,neutral
1512812,neutral
1512800,neutral
1512782,neutral
1512776,neutral
1512764,neutral
1512750,neutral
1512735,neutral
1512721,neutral
1512714,neutral
1512710,neutral
1512702,neutral
1512690,neutral
1512685,neutral
1512671,neutral
1512657,neutral
1512648,neutral
1512637,neutral
1512539,neutral
1512523,neutral
1512516,neutral
1512505,neutral
1512487,neutral
1512468,neutral
1512458,neutral
1512453,neutral
1512440,neutral
1512423,neutral
1512413,neutral
1512399,neutral
1512388,neutral
1512380,neutral
1512356,neutral
1512338,neutral
1512326,neutral
1512307,neutral
1512300,neutral
1512280,neutral
1512254,neutral
1512239,neutral
1512229,neutral
1512223,neutral
1512196,neutral
1512171,neutral
1512153,neutral
1512141,neutral
1512126,neutral
1512112,neutral
1512105,neutral
1512095,neutral
1512092,neutral
1512067,neutral
1512056,neutral
1512037,neutral
1512029,neutral
1512023,neutral
1512017,neutral
1512009,neutral
1511997,neutral
1511988,neutral
1511973,neutral
1511956,neutral
1511948,neutral
1511938,neutral
1511863,neutral
1511850,neutral
1511833,neutral
1511815,neutral
1511805,neutral
1511787,neutral
1511776,neutral
1511767,neutral
1511755,neutral
1511748,neutral
1511742,neutral
1511730,neutral
1511712,neutral
1511699,neutral
1511677,neutral
1511663,neutral
1511650,neutral
1511628,neutral
1511614,neutral
1511582,neutral
1511564,neutral
1511536,neutral
1511525,neutral
1511515,neutral
1511497,neutral
1511486,neutral
1511482,neutral
1511472,neutral
1511459,neutral
1511441,neutral
1511425,neutral
1511416,neutral
1511399,neutral
1511390,neutral
1511377,neutral
1511373,neutral
1511356,neutral
1511346,neutral
1511328,neutral
1511315,neutral
1511303,neutral
1511294,neutral
1511281,neutral
1511276,neutral
1511270,neutral
1511145,neutral
1511127,neutral
1511106,neutral
1511093,neutral
1511084,neutral
1511068,neutral
1511047,neutral
1511012,neutral
1510992,neutral
1510948,neutral
1510904,neutral
1510871,neutral
1510836,neutral
1510824,neutral
1510802,neutral
1510771,neutral
1510740,neutral
1510717,neutral
1510706,neutral
1510695,neutral
1510681,neutral
1510673,neutral
1510655,neutral
1510645,neutral
1510634,neutral
1510619,neutral
1510613,neutral
1510606,neutral
1510582,neutral
1510572,neutral
1510553,neutral
1510543,neutral
1510540,neutral
1510529,neutral
1510515,neutral
1510494,neutral
1510485,positive
1510467,neutral
1510456,neutral
1510429,neutral
1510400,neutral
1510381,neutral
1510371,neutral
1510358,neutral
1510325,neutral
1510218,neutral
1510201,neutral
1510191,neutral
1510176,neutral
1510163,neutral
1510152,neutral
1510142,neutral
1510120,neutral
1510107,neutral
1510095,neutral
1510083,neutral
1510076,neutral
1510066,neutral
1510050,neutral
1510042,neutral
1510026,neutral
1509998,neutral
1509985,neutral
1509977,neutral
1509963,neutral
1509948,neutral
1509939,neutral
1509912,neutral
1509899,neutral
1509885,neutral
1509877,neutral
1509868,neutral
1509857,neutral
1509842,neutral
1509831,neutral
1509816,neutral
1509800,neutral
1509794,neutral
1509784,neutral
1509775,neutral
1509764,neutral
1509749,neutral
1509744,neutral
1509730,neutral
1509714,neutral
1509704,neutral
1509694,neutral
1509682,neutral
1509675,neutral
1509670,neutral
1509586,neutral
1509575,neutral
1509558,neutral
1509543,neutral
1509525,neutral
1509516,neutral
1509504,neutral
1509483,neutral
1509469,neutral
1509462,neutral
1509458,neutral
1509446,neutral
1509429,neutral
1509424,neutral
1509418,neutral
1509414,neutral
1509400,neutral
1509380,neutral
1509375,neutral
1509364,neutral
1509354,neutral
1509348,neutral
1509318,neutral
1509283,neutral
1509261,neutral
1509238,neutral
1509219,neutral
1509201,neutral
1509156,neutral
1509139,neutral
1509127,neutral
1509120,neutral
1509107,neutral
1509085,neutral
1509070,neutral
1509034,neutral
1509021,neutral
1508986,neutral
1508968,neutral
1508929,neutral
1508899,neutral
1508880,neutral
1508861,neutral
1508842,neutral
1508835,neutral
1508818,neutral
1508683,neutral
1508657,neutral
1508631,neutral
1508613,neutral
1508597,neutral
1508581,neutral
1508569,neutral
1508557,neutral
1508536,neutral
1508512,neutral
1508497,neutral
1508486,neutral
1508469,neutral
1508452,neutral
1508434,neutral
1508413,neutral
1508395,neutral
1508380,neutral
1508368,neutral
1508357,neutral
1508346,neutral
1508334,neutral
1508319,neutral
1508303,neutral
1508289,neutral
1508276,neutral
1508262,neutral
1508254,neutral
1508231,neutral
1508209,neutral
1508203,neutral
1508194,neutral
1508181,neutral
1508166,neutral
1508152,neutral
1508120,neutral
1508096,neutral
1508053,neutral
1508030,neutral
1508014,positive
1507995,neutral
1507973,neutral
1507953,neutral
1507938,neutral
1507915,neutral
1507884,neutral
1507724,neutral
1507711,neutral
1507697,neutral
1507672,neutral
1507636,neutral
1507583,neutral
1507522,neutral
1507465,neutral
1507432,neutral
1507388,neutral
1507363,neutral
1507347,neutral
1507332,neutral
1507318,neutral
1507300,neutral
1507288,neutral
1507271,neutral
1507257,neutral
1507248,neutral
1507238,neutral
1507214,neutral
1507197,neutral
1507170,neutral
1507147,neutral
1507130,neutral
1507104,neutral
1507071,neutral
1507053,neutral
1507045,neutral
1507040,neutral
1507028,neutral
1507007,neutral
1506983,neutral
1506964,neutral
1506951,neutral
1506933,neutral
1506917,neutral
1506885,neutral
1506869,neutral
1506852,neutral
1506843,neutral
1506831,neutral
1506809,neutral
1506799,neutral
1506791,neutral
1506773,neutral
1506681,neutral
1506672,neutral
1506662,neutral
1506649,neutral
1506631,neutral
1506612,neutral
1506586,neutral
1506567,neutral
1506557,neutral
1506543,neutral
1506527,neutral
1506511,neutral
1506489,neutral
1506468,neutral
1506448,neutral
1506431,neutral
1506423,neutral
1506409,neutral
1506400,neutral
1506385,neutral
1506351,neutral
1506340,neutral
1506299,neutral
1506278,neutral
1506240,neutral
1506213,neutral
1506207,neutral
1506195,neutral
1506170,neutral
1506152,neutral
1506129,neutral
1506114,neutral
1506092,neutral
1506071,neutral
1506046,neutral
1506032,neutral
1506019,neutral
1505997,neutral
1505984,neutral
1505967,neutral
1505949,neutral
1505935,neutral
1505916,neutral
1505906,neutral
1505899,neutral
1505889,neutral
1505823,neutral
1505814,neutral
1505797,neutral
1505780,neutral
1505771,neutral
1505746,neutral
1505737,neutral
1505729,neutral
1505716,neutral
1505688,neutral
1505680,neutral
1505667,neutral
1505655,neutral
1505630,neutral
1505615,neutral
1505605,neutral
1505587,neutral
1505582,neutral
1505574,neutral
1505558,neutral
1505546,neutral
1505529,neutral
1505512,neutral
1505505,neutral
1505487,positive
1505480,neutral
1505473,neutral
1505456,neutral
1505440,neutral
1505431,neutral
1505417,neutral
1505401,neutral
1505390,neutral
1505378,neutral
1505370,neutral
1505354,positive
1505336,neutral
1505318,neutral
1505308,neutral
1505294,neutral
1505277,neutral
1505257,neutral
1505234,neutral
1505220,neutral
1505209,neutral
1505194,neutral
1505106,neutral
1505093,neutral
1505083,neutral
1505071,neutral
1505054,neutral
1505046,neutral
1505037,neutral
1505020,neutral
1505012,neutral
1505002,neutral
1504994,neutral
1504984,neutral
1504975,neutral
1504964,neutral
1504951,neutral
1504940,neutral
1504929,neutral
1504904,neutral
1504896,neutral
1504889,neutral
1504879,neutral
1504873,neutral
1504856,neutral
1504847,neutral
1504839,neutral
1504825,neutral
1504810,neutral
1504803,neutral
1504798,neutral
1504787,neutral
1504765,neutral
1504760,neutral
1504749,neutral
1504745,neutral
1504725,neutral
1504717,neutral
1504703,neutral
1504698,neutral
1504689,neutral
1504684,neutral
1504670,neutral
1504658,neutral
1504656,neutral
1504649,neutral
1504638,neutral
1504627,neutral
1504619,neutral
1504529,neutral
1504514,neutral
1504494,neutral
1504475,neutral
1504462,neutral
1504443,neutral
1504428,neutral
1504408,neutral
1504394,neutral
1504378,neutral
1504347,neutral
1504342,neutral
1504338,neutral
1504321,neutral
1504311,neutral
1504294,neutral
1504286,neutral
1504279,neutral
1504271,neutral
1504262,neutral
1504248,neutral
1504241,neutral
1504229,neutral
1504217,neutral
1504207,neutral
1504192,neutral
1504177,neutral
1504161,neutral
1504154,neutral
1504147,neutral
1504142,neutral
1504117,neutral
1504102,neutral
1504087,neutral
1504080,neutral
1504070,neutral
1504060,neutral
1504045,neutral
1504042,neutral
1504014,neutral
1503998,neutral
1503992,neutral
1503984,neutral
1503968,neutral
1503966,neutral
1503959,neutral
1503891,neutral
1503874,neutral
1503849,neutral
1503811,positive
1503789,neutral
1503761,neutral
1503754,neutral
1503738,neutral
1503711,neutral
1503694,neutral
1503679,neutral
1503671,neutral
1503664,neutral
1503657,neutral
1503647,neutral
1503628,neutral
1503608,neutral
1503584,neutral
1503557,neutral
1503535,neutral
1503508,neutral
1503495,neutral
1503471,neutral
1503459,neutral
1503427,neutral
1503396,neutral
1503385,neutral
1503368,neutral
1503340,neutral
1503333,neutral
1503322,neutral
1503311,neutral
1503297,neutral
1503286,neutral
1503274,neutral
1503255,neutral
1503246,neutral
1503227,neutral
1503224,neutral
1503204,neutral
1503191,neutral
1503175,neutral
1503163,neutral
1503150,neutral
1503135,neutral
1503117,neutral
1502984,neutral
1502963,neutral
1502950,neutral
1502940,neutral
1502922,neutral
1502894,neutral
1502853,neutral
1502838,neutral
1502824,neutral
1502796,neutral
1502767,neutral
1502728,neutral
1502712,neutral
1502695,neutral
1502682,neutral
1502668,neutral
1502658,neutral
1502644,neutral
1502631,neutral
1502621,neutral
1502610,neutral
1502597,neutral
1502577,neutral
1502569,neutral
1502558,neutral
1502541,neutral
1502518,neutral
1502509,neutral
1502491,neutral
1502468,neutral
1502415,neutral
1502392,neutral
1502375,neutral
1502357,neutral
1502339,neutral
1502315,neutral
1502303,neutral
1502276,neutral
1502261,neutral
1502232,neutral
1502197,neutral
1502180,neutral
1502163,neutral
1502146,neutral
1502127,neutral
1502117,neutral
1502015,neutral
1502007,neutral
1501999,neutral
1501967,neutral
1501943,neutral
1501930,neutral
1501908,neutral
1501889,neutral
1501867,neutral
1501845,neutral
1501830,neutral
1501808,neutral
1501795,neutral
1501772,neutral
1501753,neutral
1501734,neutral
1501715,neutral
1501707,neutral
1501693,neutral
1501661,neutral
1501644,neutral
1501628,neutral
1501609,neutral
1501587,neutral
1501558,neutral
1501536,neutral
1501526,neutral
1501515,neutral
1501493,neutral
1501479,neutral
1501466,neutral
1501453,neutral
1501440,neutral
1501429,neutral
1501425,neutral
1501417,positive
1501399,neutral
1501369,neutral
1501357,neutral
1501340,neutral
1501321,neutral
1501303,neutral
1501272,neutral
1501240,neutral
1501226,neutral
1501214,neutral
1501090,neutral
1501072,neutral
1501051,neutral
1501026,neutral
1501007,neutral
1500991,neutral
1500968,neutral
1500929,neutral
1500917,neutral
1500907,neutral
1500895,neutral
1500882,neutral
1500867,neutral
1500861,neutral
1500853,neutral
1500848,neutral
1500813,neutral
1500794,neutral
1500784,neutral
1500754,neutral
1500731,neutral
1500724,neutral
1500708,neutral
1500685,neutral
1500672,neutral
1500663,neutral
1500649,neutral
1500636,neutral
1500604,neutral
1500586,neutral
1500558,neutral
1500529,neutral
1500525,neutral
1500504,neutral
1500493,neutral
1500469,neutral
1500454,neutral
1500428,neutral
1500412,neutral
1500385,neutral
1500363,neutral
1500353,neutral
1500341,neutral
1500318,neutral
1500307,neutral
1500300,neutral
1500176,neutral
1500155,neutral
1500127,neutral
1500090,neutral
1500056,neutral
1500039,neutral
1500026,neutral
1500005,neutral
1499986,neutral
1499974,neutral
1499957,neutral
1499937,neutral
1499916,neutral
1499899,neutral
1499888,neutral
1499873,neutral
1499861,neutral
1499845,neutral
1499833,neutral
1499807,neutral
1499788,neutral
1499780,neutral
1499768,neutral
1499756,neutral
1499745,neutral
1499705,neutral
1499688,neutral
1499676,neutral
1499635,neutral
1499616,neutral
1499588,neutral
1499549,neutral
1499520,neutral
1499485,neutral
1499468,neutral
1499450,neutral
1499429,neutral
1499376,neutral
1499351,neutral
1499319,neutral
1499288,neutral
1499261,neutral
1499244,neutral
1499226,neutral
1499179,neutral
1499067,neutral
1499052,neutral
1499046,neutral
1499030,neutral
1499009,neutral
1498984,neutral
1498941,neutral
1498890,neutral
1498854,neutral
1498815,neutral
1498784,neutral
1498757,neutral
1498742,neutral
1498729,neutral
1498719,neutral
1498706,neutral
1498695,neutral
1498677,neutral
1498668,neutral
1498649,neutral
1498637,neutral
1498632,neutral
1498623,neutral
1498614,neutral
1498605,neutral
1498565,neutral
1498550,neutral
1498541,neutral
1498536,neutral
1498526,neutral
1498488,neutral
1498486,neutral
1498477,neutral
1498466,neutral
1498437,positive
1498428,neutral
1498409,neutral
1498403,neutral
1498382,neutral
1498370,neutral
1498350,neutral
1498330,neutral
1498318,neutral
1498303,neutral
1498289,neutral
1498281,neutral
1498262,neutral
1498036,neutral
1497991,neutral
1497959,neutral
1497937,neutral
1497918,neutral
1497906,neutral
1497882,neutral
1497875,neutral
1497862,neutral
1497830,neutral
1497787,neutral
1497769,neutral
1497756,neutral
1497735,neutral
1497724,neutral
1497703,neutral
1497687,neutral
1497665,neutral
1497645,neutral
1497623,neutral
1497608,neutral
1497587,neutral
1497568,neutral
1497540,neutral
1497505,neutral
1497482,neutral
1497470,neutral
1497449,neutral
1497436,neutral
1497418,neutral
1497409,neutral
1497398,neutral
1497386,neutral
1497372,neutral
1497346,neutral
1497340,neutral
1497326,neutral
1497314,neutral
1497299,neutral
1497291,neutral
1497275,neutral
1497265,neutral
1497252,neutral
1497247,neutral
1497240,neutral
1497145,neutral
1497125,neutral
1497109,neutral
1497062,neutral
1497032,neutral
1497017,neutral
1497000,neutral
1496987,neutral
1496976,neutral
1496969,neutral
1496958,neutral
1496939,neutral
1496919,neutral
1496903,neutral
1496893,neutral
1496886,neutral
1496870,neutral
1496858,neutral
1496847,neutral
1496841,neutral
1496824,neutral
1496811,neutral
1496794,neutral
1496783,neutral
1496749,neutral
1496724,neutral
1496706,neutral
1496697,neutral
1496683,neutral
1496659,neutral
1496637,neutral
1496612,neutral
1496603,positive
1496584,neutral
1496565,neutral
1496536,neutral
1496511,neutral
1496477,neutral
1496463,neutral
1496438,neutral
1496426,neutral
1496412,neutral
1496388,neutral
1496367,neutral
1496354,neutral
1496333,neutral
1496260,neutral
1496248,neutral
1496223,neutral
1496212,neutral
1496196,neutral
1496178,neutral
1496164,neutral
1496148,neutral
1496139,neutral
1496123,neutral
1496106,neutral
1496091,neutral
1496082,neutral
1496073,neutral
1496065,neutral
1496057,neutral
1496043,neutral
1496029,neutral
1496021,neutral
1496010,neutral
1496002,neutral
1495991,neutral
1495979,neutral
1495966,neutral
1495953,neutral
1495920,neutral
1495897,neutral
1495887,neutral
1495865,neutral
1495833,neutral
1495810,neutral
1495771,neutral
1495752,neutral
1495720,neutral
1495701,neutral
1495670,neutral
1495653,neutral
1495647,neutral
1495631,neutral
1495610,neutral
1495597,positive
1495591,neutral
1495581,neutral
1495573,neutral
1495567,neutral
1495558,neutral
1495417,neutral
1495397,neutral
1495374,neutral
1495356,neutral
1495331,neutral
1495299,neutral
1495285,neutral
1495263,neutral
1495248,neutral
1495217,neutral
1495187,neutral
1495169,neutral
1495159,neutral
1495141,neutral
1495129,neutral
1495115,neutral
1495086,neutral
1495070,neutral
1495050,neutral
1495032,neutral
1495010,neutral
1494996,neutral
1494975,neutral
1494956,neutral
1494937,neutral
1494923,neutral
1494887,neutral
1494867,neutral
1494828,neutral
1494807,neutral
1494790,neutral
1494784,neutral
1494775,neutral
1494761,neutral
1494750,neutral
1494734,neutral
1494706,neutral
1494687,neutral
1494676,positive
1494658,neutral
1494646,neutral
1494623,neutral
1494603,neutral
1494585,neutral
1494558,neutral
1494546,neutral
1494422,neutral
1494411,neutral
1494390,neutral
1494360,neutral
1494323,neutral
1494309,neutral
1494287,neutral
1494268,neutral
1494255,neutral
1494240,neutral
1494229,neutral
1494214,neutral
1494199,neutral
1494188,neutral
1494165,neutral
1494138,neutral
1494122,positive
1494103,neutral
1494081,neutral
1494049,neutral
1494019,neutral
1494007,neutral
1493984,neutral
1493972,neutral
1493940,neutral
1493912,neutral
1493892,neutral
1493874,neutral
1493855,neutral
1493840,neutral
1493821,neutral
1493796,neutral
1493766,neutral
1493750,neutral
1493742,neutral
1493714,neutral
1493693,neutral
1493663,neutral
1493648,neutral
1493626,neutral
1493609,neutral
1493600,neutral
1493591,neutral
1493566,positive
1493548,neutral
1493521,neutral
1493375,neutral
1493331,neutral
1493313,neutral
1493297,neutral
1493279,neutral
1493247,neutral
1493230,neutral
1493221,neutral
1493213,neutral
1493205,neutral
1493187,neutral
1493175,neutral
1493152,neutral
1493137,neutral
1493126,neutral
1493113,neutral
1493099,neutral
1493082,neutral
1493070,neutral
1493038,neutral
1493006,neutral
1492987,neutral
1492957,neutral
1492940,neutral
1492918,neutral
1492901,neutral
1492886,neutral
1492865,neutral
1492836,neutral
1492818,neutral
1492794,neutral
1492775,neutral
1492752,neutral
1492711,neutral
1492691,neutral
1492671,neutral
1492647,neutral
1492620,neutral
1492611,neutral
1492590,neutral
1492547,neutral
1492530,neutral
1492519,neutral
1492508,neutral
1492502,neutral
1492486,neutral
1492233,neutral
1492186,neutral
1492153,neutral
1492110,neutral
1492071,neutral
1492052,neutral
1492032,neutral
1491999,neutral
1491984,neutral
1491956,neutral
1491936,neutral
1491907,neutral
1491879,neutral
1491856,neutral
1491839,neutral
1491819,neutral
1491794,neutral
1491764,neutral
1491749,neutral
1491732,neutral
1491711,neutral
1491700,neutral
1491674,neutral
1491660,neutral
1491642,neutral
1491617,neutral
1491590,neutral
1491561,neutral
1491527,neutral
1491505,neutral
1491479,neutral
1491463,neutral
1491445,neutral
1491404,neutral
1491393,neutral
1491372,neutral
1491346,neutral
1491327,neutral
1491310,neutral
1491278,neutral
1491265,neutral
1491233,neutral
1491206,neutral
1491195,neutral
1491181,neutral
1491168,neutral
1491020,neutral
1490996,neutral
1490979,neutral
1490953,neutral
1490941,neutral
1490929,neutral
1490909,neutral
1490893,neutral
1490888,neutral
1490857,neutral
1490851,neutral
1490833,neutral
1490804,neutral
1490796,neutral
1490785,neutral
1490775,neutral
1490762,neutral
1490745,neutral
1490731,neutral
1490721,neutral
1490697,neutral
1490684,positive
1490671,neutral
1490658,neutral
1490631,neutral
1490615,neutral
1490598,neutral
1490585,neutral
1490556,neutral
1490522,neutral
1490494,neutral
1490474,positive
1490458,neutral
1490432,neutral
1490419,neutral
1490407,neutral
1490394,positive
1490376,neutral
1490367,neutral
1490355,neutral
1490330,neutral
1490300,neutral
1490281,neutral
1490262,neutral
