id,cluster
1621953,2
1621933,2
1621914,2
1621904,2
1621896,2
1621888,2
1621875,0
1621865,2
1621855,0
1621850,2
1621829,0
1621823,2
1621810,2
1621800,0
1621777,2
1621758,2
1621750,2
1621732,0
1621726,2
1621708,0
1621694,2
1621672,0
1621664,2
1621655,1
1621638,2
1621619,0
1621613,2
1621596,2
1621586,0
1621569,0
1621560,2
1621544,0
1621532,1
1621503,0
1621486,0
1621471,2
1621459,2
1621396,2
1621390,2
1621373,2
1621358,0
1621334,0
1621324,2
1621314,0
1621303,2
1621296,2
1621284,2
1621268,1
1621255,2
1621247,0
1621233,2
1621224,2
1621197,0
1621191,2
1621184,2
1621162,0
1621140,2
1621134,0
1621124,2
1621117,0
1621102,2
1621093,2
1621080,2
1621061,2
1621051,1
1621034,0
1621028,2
1621006,2
1620984,2
1620973,0
1620960,2
1620945,2
1620936,2
1620918,0
1620898,0
1620880,1
1620872,0
1620850,2
1620841,1
1620832,0
1620822,2
1620801,2
1620783,2
1620645,2
1620635,1
1620627,0
1620602,0
1620588,0
1620573,1
1620562,2
1620542,0
1620525,2
1620498,2
1620468,1
1620446,1
1620435,0
1620424,2
1620409,0
1620396,0
1620376,2
1620356,2
1620339,2
1620325,0
1620313,0
1620294,0
1620269,0
1620262,2
1620247,2
1620237,0
1620208,2
1620194,0
1620176,0
1620168,2
1620147,0
1620131,0
1620118,2
1620104,0
1620081,0
1620066,2
1620045,1
1620033,2
1620023,2
1620017,2
1620003,0
1619994,1
1619984,0
1619974,0
1619963,2
1619956,2
1619894,2
1619888,1
1619882,2
1619873,2
1619865,2
1619850,2
1619843,2
1619824,2
1619807,2
1619798,0
1619790,2
1619776,2
1619768,2
1619753,2
1619736,2
1619719,0
1619695,1
1619678,2
1619671,2
1619658,2
1619640,1
1619625,2
1619593,2
1619567,0
1619559,2
1619545,0
1619531,1
1619521,2
1619507,2
1619479,2
1619469,2
1619457,2
1619436,1
1619416,2
1619406,1
1619397,0
1619382,2
1619357,2
1619345,2
1619319,0
1619308,0
1619290,2
1619272,2
1619259,1
1619246,1
1619158,2
1619151,2
1619138,2
1619120,0
1619108,2
1619088,2
1619077,2
1619053,2
1619029,2
1619015,2
1618995,2
1618988,2
1618975,2
1618961,2
1618949,2
1618932,2
1618916,2
1618907,2
1618893,2
1618872,2
1618858,0
1618831,0
1618818,2
1618808,1
1618795,2
1618782,0
1618767,0
1618761,2
1618750,2
1618743,0
1618732,2
1618723,1
1618711,2
1618706,2
1618700,2
1618673,2
1618656,2
1618645,2
1618637,1
1618630,0
1618612,2
1618575,2
1618564,2
1618542,2
1618532,2
1618450,0
1618444,0
1618433,2
1618426,1
1618418,0
1618405,2
1618381,2
1618350,0
1618338,0
1618325,0
1618313,0
1618296,2
1618291,2
1618282,0
1618270,2
1618252,2
1618233,2
1618226,2
1618221,0
1618206,2
1618193,0
1618169,2
1618148,0
1618130,2
1618115,2
1618107,0
1618088,1
1618076,2
1618061,2
1618051,0
1618035,2
1618018,0
1618011,2
1617989,2
1617976,0
1617961,2
1617953,2
1617936,0
1617924,2
1617917,2
1617905,0
1617898,2
1617884,2
1617880,2
1617861,1
1617851,0
1617732,2
1617725,2
1617719,2
1617697,2
1617680,0
1617654,2
1617646,0
1617631,2
1617614,2
1617598,2
1617581,2
1617548,0
1617531,0
1617519,0
1617511,2
1617491,0
1617474,2
1617464,0
1617461,0
1617452,2
1617438,1
1617412,0
1617396,2
1617378,2
1617363,2
1617346,0
1617334,1
1617325,0
1617313,0
1617297,2
1617282,0
1617266,0
1617262,2
1617257,2
1617247,1
1617236,2
1617229,2
1617186,0
1617170,0
1617161,0
1617143,2
1617132,2
1617120,0
1617111,0
1617098,2
1617092,0
1617014,2
1617008,2
1616991,2
1616971,0
1616960,0
1616947,0
1616934,1
1616923,0
1616914,2
1616900,2
1616890,2
1616876,0
1616860,0
1616833,0
1616824,2
1616804,2
1616794,2
1616782,2
1616763,2
1616746,0
1616742,2
1616722,1
1616708,2
1616691,1
1616676,0
1616648,2
1616637,0
1616627,2
1616606,2
1616591,1
1616583,2
1616558,0
1616538,2
1616515,2
1616486,2
1616456,0
1616438,2
1616421,2
1616400,2
1616380,0
1616359,2
1616353,2
1616330,2
1616322,2
1616303,2
1616292,0
1616177,1
1616162,2
1616151,0
1616139,0
1616124,0
1616098,0
1616084,0
1616079,2
1616064,0
1616053,1
1616029,0
1616000,0
1615969,2
1615962,0
1615953,0
1615929,0
1615915,0
1615902,0
1615895,2
1615881,0
1615867,2
1615854,0
1615845,2
1615835,2
1615822,0
1615811,2
1615798,0
1615792,2
1615786,2
1615783,2
1615775,2
1615772,1
1615734,2
1615731,2
1615719,0
1615700,1
1615683,2
1615673,0
1615656,0
1615650,2
1615643,2
1615635,0
1615618,2
1615615,2
1615598,2
1615593,0
1615542,2
1615529,2
1615515,2
1615505,2
1615484,2
1615473,2
1615458,2
1615446,2
1615437,2
1615417,1
1615396,0
1615388,2
1615377,2
1615374,0
1615358,2
1615357,2
1615343,2
1615335,2
1615315,1
1615306,2
1615296,2
1615283,2
1615266,2
1615251,0
1615235,0
1615222,1
1615216,1
1615198,2
1615185,1
1615173,0
1615161,2
1615149,2
1615145,0
1615132,0
1615110,2
1615095,0
1615082,2
1615060,2
1615045,2
1615028,2
1615016,1
1615002,2
1614992,2
1614924,0
1614912,2
1614904,0
1614884,0
1614868,2
1614857,2
1614848,1
1614834,0
1614822,0
1614814,2
1614806,2
1614790,2
1614782,0
1614779,2
1614761,2
1614750,2
1614737,2
1614726,2
1614716,2
1614703,2
1614694,2
1614683,1
1614668,2
1614653,2
1614641,2
1614630,2
1614620,0
1614614,2
1614599,2
1614591,2
1614582,2
1614569,2
1614555,2
1614547,2
1614538,2
1614526,2
1614500,2
1614488,1
1614474,2
1614459,2
1614446,2
1614441,0
1614428,1
1614416,0
1614402,2
1614394,2
1614287,2
1614280,2
1614275,1
1614262,1
1614255,0
1614236,1
1614226,2
1614207,0
1614194,2
1614180,2
1614167,2
1614150,2
1614133,0
1614118,1
1614102,0
1614087,2
1614057,0
1614039,1
1614029,2
1614014,2
1614000,2
1613986,2
1613968,0
1613958,2
1613941,2
1613927,0
1613910,2
1613897,0
1613887,0
1613874,2
1613858,0
1613838,2
1613817,2
1613797,1
1613770,0
1613751,2
1613738,0
1613727,2
1613714,0
1613702,2
1613677,0
1613662,2
1613624,2
1613608,1
1613573,2
1613568,2
1613488,2
1613478,0
1613474,2
1613447,2
1613412,2
1613389,0
1613353,2
1613338,2
1613299,0
1613275,0
1613262,0
1613246,0
1613205,0
1613186,0
1613161,2
1613137,2
1613117,2
1613105,0
1613088,2
1613063,2
1613042,1
1613020,2
1612995,1
1612990,2
1612979,1
1612967,2
1612963,2
1612954,1
1612940,2
1612924,0
1612907,2
1612893,0
1612885,2
1612872,0
1612855,2
1612849,2
1612836,0
1612825,0
1612809,2
1612802,2
1612782,2
1612773,2
1612762,2
1612757,0
1612750,0
1612746,2
1612666,2
1612656,1
1612648,2
1612638,2
1612621,0
1612605,2
1612584,0
1612571,2
1612550,2
1612536,0
1612532,2
1612510,2
1612499,1
1612489,0
1612478,1
1612469,0
1612458,0
1612444,0
1612437,0
1612426,2
1612416,0
1612403,2
1612394,2
1612384,0
1612375,2
1612364,0
1612355,2
1612351,2
1612335,2
1612325,2
1612313,2
1612301,0
1612291,2
1612276,1
1612263,0
1612247,2
1612231,2
1612221,2
1612206,2
1612191,2
1612166,2
1612143,0
1612123,2
1612114,2
1612103,2
1612099,2
1612043,0
1612030,2
1612026,1
1612019,2
1612009,2
1612001,1
1611996,2
1611985,2
1611967,2
1611950,2
1611940,2
1611932,1
1611924,2
1611909,2
1611900,2
1611892,2
1611884,0
1611877,1
1611875,1
1611853,2
1611842,2
1611820,1
1611807,2
1611798,0
1611795,2
1611788,2
1611777,0
1611771,2
1611763,0
1611749,2
1611715,2
1611706,0
1611701,2
1611684,0
1611667,0
1611644,2
1611622,2
1611603,2
1611590,2
1611583,1
1611562,2
1611558,2
1611548,2
1611539,2
1611525,2
1611519,2
1611463,0
1611449,2
1611444,0
1611436,2
1611431,2
1611423,2
1611417,2
1611413,2
1611404,2
1611387,1
1611374,2
1611352,0
1611341,2
1611324,0
1611314,2
1611308,0
1611303,2
1611294,0
1611285,2
1611266,2
1611251,2
1611218,0
1611210,0
1611200,1
1611187,2
1611177,2
1611171,1
1611157,2
1611145,1
1611134,2
1611117,2
1611098,2
1611088,0
1611070,2
1611061,1
1611046,2
1611042,2
1611039,2
1611031,0
1611025,0
1611014,2
1611004,2
1610983,0
1610977,2
1610968,0
1610963,2
1610923,2
1610917,1
1610906,2
1610895,2
1610888,2
1610874,1
1610860,2
1610844,1
1610841,2
1610824,0
1610815,2
1610808,0
1610801,2
1610790,2
1610786,2
1610780,2
1610765,2
1610755,2
1610747,0
1610740,1
1610736,0
1610727,2
1610718,2
1610699,2
1610685,2
1610673,2
1610655,2
1610642,2
1610634,0
1610612,0
1610605,2
1610592,2
1610581,0
1610566,2
1610562,1
1610547,2
1610534,0
1610525,2
1610517,2
1610506,0
1610498,2
1610489,1
1610485,1
1610475,2
1610469,2
1610393,2
1610386,2
1610377,2
1610358,0
1610349,0
1610337,2
1610324,1
1610304,2
1610293,2
1610279,2
1610268,2
1610253,1
1610238,0
1610227,0
1610221,2
1610210,2
1610188,2
1610172,0
1610162,2
1610157,2
1610152,0
1610147,0
1610141,0
1610133,2
1610124,2
1610111,0
1610099,1
1610089,2
1610074,1
1610057,2
1610053,2
1610045,0
1610038,2
1610024,2
1610007,2
1609987,2
1609976,2
1609967,0
1609956,2
1609946,1
1609931,0
1609916,2
1609904,2
1609900,2
1609890,2
1609883,0
1609829,1
1609826,0
1609817,0
1609806,0
1609802,2
1609785,0
1609774,0
1609766,2
1609763,2
1609749,2
1609741,2
1609734,2
1609725,2
1609717,2
1609702,0
1609688,2
1609677,2
1609672,0
1609668,2
1609656,2
1609644,2
1609631,2
1609628,0
1609623,1
1609616,2
1609607,0
1609594,2
1609582,2
1609569,0
1609560,2
1609549,2
1609532,0
1609523,2
1609502,2
1609479,0
1609462,0
1609445,0
1609427,2
1609421,2
1609409,2
1609399,2
1609386,1
1609374,0
1609363,0
1609350,1
1609343,2
1609260,1
1609256,0
1609249,0
1609240,2
1609219,0
1609208,2
1609195,0
1609185,2
1609176,0
1609171,2
1609159,1
1609146,2
1609141,0
1609127,2
1609116,0
1609106,1
1609099,2
1609089,2
1609073,0
1609065,2
1609054,2
1609046,2
1609039,0
1609029,2
1609013,0
1608990,2
1608974,0
1608956,2
1608953,2
1608940,2
1608921,0
1608912,2
1608897,2
1608887,2
1608870,2
1608850,0
1608838,2
1608827,0
1608819,0
1608810,2
1608807,1
1608798,1
1608792,2
1608776,0
1608770,0
1608718,2
1608711,0
1608696,2
1608667,1
1608655,2
1608639,0
1608626,0
1608593,2
1608567,2
1608549,0
1608530,2
1608510,0
1608491,0
1608484,2
1608473,2
1608457,0
1608446,0
1608434,2
1608424,2
1608398,0
1608395,2
1608385,1
1608377,0
1608367,2
1608356,2
1608346,2
1608331,0
1608323,1
1608301,1
1608295,0
1608264,0
1608251,1
1608244,2
1608229,0
1608219,1
1608208,1
1608201,2
1608191,1
1608172,2
1608162,2
1608145,2
1608134,2
1608115,0
1608106,2
1608094,2
1608092,2
1608021,2
1608009,0
1607998,0
1607991,1
1607973,1
1607964,2
1607950,2
1607926,2
1607919,0
1607911,2
1607898,2
1607892,0
1607871,2
1607862,0
1607852,0
1607842,0
1607837,2
1607829,2
1607825,2
1607816,2
1607809,2
1607800,2
1607791,2
1607782,0
1607774,2
1607758,2
1607736,0
1607725,1
1607704,2
1607692,2
1607672,0
1607663,0
1607645,2
1607635,2
1607622,2
1607608,2
1607590,2
1607577,2
1607567,1
1607556,2
1607542,2
1607534,1
1607527,2
1607511,0
1607495,2
1607491,1
1607418,2
1607415,0
1607398,2
1607370,0
1607351,2
1607339,2
1607314,2
1607302,0
1607283,2
1607264,2
1607245,2
1607232,2
1607217,2
1607205,2
1607194,1
1607183,2
1607175,0
1607170,0
1607163,2
1607148,2
1607141,1
1607131,2
1607121,0
1607117,2
1607113,0
1607106,2
1607098,2
1607091,1
1607077,0
1607066,1
1607046,1
1607032,2
1607024,2
1607011,2
1606997,2
1606989,2
1606966,1
1606950,2
1606938,2
1606936,0
1606921,2
1606910,2
1606901,2
1606883,0
1606872,2
1606864,2
1606755,2
1606744,2
1606733,2
1606722,2
1606707,0
1606702,2
1606695,2
1606685,1
1606681,0
1606669,2
1606662,2
1606653,2
1606624,2
1606609,2
1606591,2
1606581,1
1606563,0
1606560,0
1606556,1
1606547,1
1606537,0
1606526,0
1606508,2
1606498,2
1606478,1
1606467,1
1606459,1
1606449,2
1606441,0
1606431,2
1606422,2
1606414,2
1606403,2
1606392,2
1606383,2
1606371,2
1606363,2
1606348,2
1606338,2
1606327,0
1606313,2
1606306,0
1606303,2
1606298,1
1606291,2
1606288,0
1606200,2
1606193,2
1606174,1
1606159,2
1606152,2
1606142,2
1606122,0
1606109,2
1606097,2
1606079,0
1606060,0
1606054,2
1606044,0
1606036,2
1606031,2
1606018,0
1606008,2
1605994,2
1605992,2
1605978,0
1605973,2
1605959,2
1605947,2
1605938,1
1605926,0
1605909,2
1605904,2
1605895,0
1605886,1
1605876,0
1605839,0
1605818,0
1605811,0
1605803,1
1605798,2
1605782,2
1605766,2
1605753,2
1605745,2
1605735,0
1605719,2
1605714,0
1605701,2
1605687,0
1605674,0
1605664,2
1605578,2
1605573,0
1605565,0
1605558,2
1605546,2
1605537,2
1605532,2
1605518,2
1605507,2
1605482,2
1605463,0
1605448,2
1605441,2
1605434,2
1605430,1
1605425,2
1605418,1
1605406,2
1605390,0
1605380,0
1605378,2
1605365,0
1605354,2
1605342,0
1605330,2
1605318,0
1605316,1
1605309,2
1605294,2
1605286,2
1605264,2
1605251,0
1605244,0
1605228,2
1605210,2
1605194,0
1605170,0
1605157,2
1605144,0
1605137,0
1605133,2
1605126,0
1605109,2
1605096,2
1605086,0
1605083,2
1605006,2
1604996,2
1604985,2
1604974,2
1604962,2
1604952,2
1604938,2
1604930,2
1604924,0
1604918,2
1604909,1
1604902,2
1604891,2
1604886,2
1604869,2
1604858,2
1604845,2
1604833,0
1604828,2
1604820,2
1604816,2
1604810,0
1604800,2
1604794,2
1604787,2
1604778,2
1604765,2
1604756,0
1604744,0
1604737,2
1604721,2
1604716,0
1604713,2
1604705,2
1604692,0
1604686,2
1604679,2
1604672,0
1604664,2
1604658,2
1604650,2
1604645,2
1604637,2
1604631,0
1604620,1
1604618,1
1604566,2
1604560,0
1604540,0
1604522,1
1604509,2
1604504,2
1604499,2
1604494,2
1604481,2
1604453,2
1604447,2
1604434,0
1604420,1
1604409,1
1604403,2
1604380,0
1604366,2
1604362,2
1604356,2
1604348,0
1604333,0
1604321,2
1604307,2
1604294,0
1604281,0
1604272,0
1604265,2
1604260,2
1604249,2
1604229,1
1604220,2
1604216,2
1604206,2
1604189,0
1604176,1
1604156,0
1604149,0
1604138,1
1604123,2
1604112,0
1604102,2
1604078,0
1604064,2
1604056,2
1604054,2
1603974,2
1603972,2
1603965,0
1603953,2
1603940,1
1603922,0
1603919,2
1603903,2
1603894,0
1603882,0
1603874,1
1603867,0
1603859,0
1603857,2
1603850,1
1603837,0
1603823,2
1603809,0
1603793,2
1603776,1
1603767,0
1603752,1
1603739,1
1603728,2
1603723,2
1603712,2
1603701,2
1603693,2
1603682,2
1603679,0
1603667,2
1603660,2
1603653,2
1603645,2
1603631,0
1603618,0
1603607,0
1603590,2
1603580,2
1603574,2
1603566,0
1603549,2
1603540,0
1603524,2
1603514,2
1603505,2
1603502,2
1603415,2
1603400,0
1603385,0
1603368,2
1603354,1
1603329,2
1603309,0
1603299,0
1603272,0
1603261,2
1603239,0
1603222,0
1603213,2
1603206,0
1603197,2
1603181,0
1603171,2
1603160,0
1603158,1
1603151,2
1603135,2
1603125,2
1603107,0
1603093,0
1603086,1
1603082,2
1603073,0
1603063,2
1603043,1
1603032,2
1603019,0
1603010,2
1603000,2
1602993,0
1602977,2
1602965,2
1602947,2
1602935,0
1602925,2
1602909,2
1602893,2
1602886,1
1602864,0
1602848,2
1602834,2
1602821,0
1602735,2
1602720,2
1602713,2
1602696,0
1602680,2
1602671,2
1602657,0
1602639,2
1602607,0
1602593,2
1602576,0
1602561,0
1602552,1
1602534,2
1602524,2
1602502,2
1602485,0
1602475,0
1602464,2
1602456,2
1602432,2
1602413,2
1602405,1
1602396,1
1602379,2
1602364,2
1602343,2
1602329,0
1602312,2
1602296,2
1602274,0
1602258,0
1602252,2
1602246,0
1602240,1
1602225,0
1602214,2
1602197,2
1602187,1
1602178,2
1602168,0
1602152,2
1602140,2
1602129,0
1602128,2
1602042,2
1602032,0
1602019,2
1602003,2
1601995,0
1601987,0
1601975,2
1601971,2
1601960,2
1601944,2
1601924,2
1601909,2
1601898,2
1601891,2
1601879,0
1601869,0
1601855,2
1601836,2
1601824,0
1601815,2
1601804,0
1601787,1
1601772,2
1601739,2
1601720,0
1601698,2
1601685,0
1601675,0
1601662,1
1601645,0
1601617,2
1601602,2
1601598,0
1601593,2
1601583,2
1601568,2
1601561,2
1601549,2
1601533,0
1601516,0
1601508,1
1601489,2
1601477,1
1601450,2
1601437,1
1601423,2
1601415,2
1601359,2
1601350,0
1601332,0
1601313,0
1601303,0
1601295,0
1601285,0
1601281,0
1601269,1
1601254,0
1601237,1
1601210,0
1601201,2
1601194,2
1601182,2
1601164,0
1601153,0
1601145,2
1601126,2
1601102,0
1601089,2
1601075,0
1601052,0
1601041,2
1601021,0
1601007,2
1600999,2
1600987,2
1600966,2
1600951,2
1600927,0
1600902,0
1600881,1
1600839,2
1600820,0
1600793,2
1600773,2
1600762,2
1600741,0
1600728,2
1600704,2
1600690,1
1600675,2
1600663,2
1600647,2
1600640,1
1600536,0
1600519,2
1600501,0
1600488,0
1600468,1
1600452,2
1600437,2
1600412,0
1600396,0
1600377,0
1600363,1
1600338,0
1600315,2
1600297,2
1600288,2
1600271,2
1600262,0
1600245,2
1600223,2
1600212,2
1600199,0
1600177,0
1600167,0
1600152,2
1600143,0
1600129,2
1600119,2
1600107,1
1600085,2
1600076,2
1600052,0
1600037,2
1600030,1
1600016,2
1600004,0
1599999,2
1599979,2
1599952,2
1599926,0
1599916,0
1599899,2
1599889,2
1599865,0
1599850,1
1599828,1
1599823,1
1599760,2
1599741,2
1599723,2
1599704,0
1599680,2
1599665,0
1599647,2
1599623,0
1599606,2
1599593,2
1599577,0
1599562,0
1599550,2
1599543,2
1599511,0
1599480,2
1599460,2
1599435,2
1599416,0
1599402,2
1599384,0
1599362,2
1599352,2
1599336,2
1599322,2
1599314,2
1599298,2
1599280,1
1599277,2
1599239,2
1599219,0
1599206,0
1599182,2
1599163,2
1599149,2
1599124,2
1599105,1
1599095,2
1599084,2
1599062,0
1599047,2
1599026,0
1599011,2
1599000,2
1598993,2
1598915,2
1598909,2
1598904,0
1598895,0
1598877,1
1598852,2
1598826,2
1598811,2
1598792,1
1598769,1
1598757,0
1598743,2
1598723,0
1598713,2
1598700,2
1598685,2
1598667,2
1598661,1
1598649,2
1598633,2
1598613,0
1598596,0
1598580,0
1598560,2
1598548,0
1598533,2
1598523,2
1598518,2
1598503,2
1598496,2
1598461,1
