id,cluster
1284424,0
1284423,2
1284422,0
1284418,0
1284417,2
1284414,2
1284413,0
1284410,2
1284407,0
1284399,0
1284398,2
1284397,1
1284396,1
1284395,2
1284392,2
1284391,0
1284387,0
1284385,2
1284381,0
1284378,1
1284377,0
1284375,0
1284371,2
1284369,0
1284368,2
1284367,2
1284364,2
1284362,2
1284355,2
1284353,2
1284352,0
1284351,2
1284350,0
1284347,2
1284341,2
1284338,2
1284325,2
1284323,0
1284321,2
1284319,1
1284318,2
1284314,1
1284311,0
1284308,2
1284306,2
1284301,2
1284298,2
1284292,2
1284288,1
1284281,2
1284270,0
1284268,2
1284267,2
1284266,0
1284265,2
1284263,2
1284262,1
1284256,0
1284255,2
1284253,1
1284251,0
1284250,2
1284246,2
1284243,0
1284242,1
1284241,2
1284236,2
1284234,2
1284233,2
1284231,2
1284229,2
1284228,1
1284227,2
1284225,2
1284221,1
1284219,0
1284213,2
1284209,0
1284205,0
1284204,0
1284202,0
1284199,0
1284198,0
1284197,2
1284180,2
1284176,2
1284169,2
1284164,2
1284162,2
1284161,0
1284159,1
1284157,2
1284153,1
1284150,2
1284149,1
1284148,2
1284146,2
1284145,2
1284142,2
1284140,2
1284139,1
1284137,2
1284134,2
1284132,2
1284131,2
1284130,2
1284127,2
1284126,2
1284123,2
1284121,2
1284120,2
1284118,2
1284116,2
1284111,2
1284108,0
1284104,2
1284096,2
1284089,2
1284087,2
1284084,2
1284079,1
1284077,2
1284075,2
1284072,2
1284070,2
1284069,1
1284066,2
1284059,1
1284056,0
1284055,1
1284054,0
1284017,0
1284016,2
1284015,0
1284014,2
1284010,0
1284009,1
1284008,0
1284007,1
1284006,2
1284005,2
1284003,2
1283999,2
1283998,1
1283994,2
1283991,2
1283987,0
1283986,1
1283984,2
1283981,0
1283976,2
1283972,2
1283971,2
1283968,2
1283966,2
1283965,2
1283963,0
1283962,0
1283961,2
1283958,2
1283954,0
1283951,2
1283950,1
1283949,2
1283941,1
1283940,2
1283934,0
1283933,0
1283931,2
1283930,2
1283926,2
1283922,2
1283918,0
1283917,2
1283915,2
1283906,2
1283902,2
1283900,2
1283866,2
1283859,2
1283853,0
1283846,2
1283842,2
1283839,2
1283832,2
1283829,0
1283825,1
1283821,2
1283819,2
1283817,2
1283813,0
1283810,2
1283809,1
1283808,2
1283806,0
1283803,2
1283801,0
1283800,2
1283798,0
1283797,2
1283796,0
1283792,2
1283790,0
1283787,0
1283785,2
1283783,0
1283780,1
1283775,2
1283770,0
1283766,0
1283760,2
1283757,0
1283756,2
1283755,2
1283752,1
1283750,0
1283746,1
1283745,1
1283744,2
1283743,2
1283741,2
1283737,0
1283735,2
1283734,1
1283733,2
1283701,2
1283700,2
1283696,2
1283693,0
1283689,0
1283687,2
1283686,2
1283684,2
1283682,2
1283679,2
1283678,2
1283676,2
1283675,2
1283673,2
1283672,2
1283667,1
1283665,2
1283663,2
1283657,2
1283656,0
1283654,2
1283650,2
1283645,1
1283643,2
1283639,2
1283629,2
1283627,2
1283626,0
1283624,2
1283620,1
1283617,2
1283612,0
1283610,2
1283609,2
1283607,2
1283604,2
1283603,1
1283601,2
1283599,2
1283597,0
1283594,0
1283592,0
1283591,0
1283590,2
1283588,1
1283586,0
1283560,0
1283559,2
1283558,2
1283556,0
1283554,2
1283553,1
1283550,0
1283548,2
1283546,1
1283537,2
1283535,2
1283534,2
1283532,0
1283531,0
1283528,2
1283526,2
1283525,1
1283524,2
1283523,2
1283522,1
1283521,1
1283518,2
1283515,2
1283512,2
1283507,0
1283504,2
1283502,2
1283500,2
1283498,2
1283495,2
1283494,2
1283487,2
1283485,0
1283484,0
1283482,2
1283480,2
1283479,1
1283477,0
1283475,0
1283474,1
1283472,2
1283471,2
1283469,2
1283466,0
1283464,2
1283463,2
1283445,0
1283444,0
1283441,2
1283436,1
1283433,0
1283430,2
1283428,2
1283425,2
1283424,2
1283421,2
1283419,0
1283415,0
1283411,2
1283409,1
1283408,2
1283405,2
1283401,2
1283395,1
1283392,1
1283391,1
1283390,0
1283389,2
1283388,2
1283386,2
1283382,2
1283378,2
1283377,1
1283376,1
1283372,0
1283370,0
1283368,2
1283367,0
1283366,2
1283365,2
1283362,2
1283358,2
1283356,2
1283355,2
1283349,2
1283348,2
1283345,2
1283344,2
1283342,2
1283339,1
1283338,1
1283337,2
1283318,2
1283317,2
1283314,2
1283312,2
1283311,2
1283309,2
1283308,0
1283307,1
1283306,2
1283305,1
1283304,1
1283302,0
1283297,2
1283294,2
1283293,2
1283291,2
1283290,1
1283288,0
1283286,0
1283285,2
1283282,2
1283280,0
1283278,2
1283277,2
1283275,0
1283269,2
1283268,2
1283267,2
1283265,0
1283262,0
1283260,0
1283258,2
1283254,1
1283249,0
1283246,2
1283245,2
1283242,1
1283239,2
1283238,0
1283235,0
1283231,0
1283220,2
1283213,2
1283208,2
1283202,0
1283196,2
1283191,2
1283165,2
1283164,2
1283163,2
1283162,2
1283159,1
1283158,1
1283156,0
1283154,2
1283153,0
1283152,2
1283150,0
1283145,2
1283143,2
1283141,2
1283138,2
1283134,0
1283132,2
1283131,2
1283130,2
1283129,2
1283127,0
1283123,2
1283119,2
1283116,0
1283114,2
1283111,2
1283108,2
1283106,2
1283105,2
1283104,2
1283103,0
1283100,2
1283097,0
1283095,1
1283091,2
1283090,1
1283088,2
1283087,2
1283084,1
1283082,2
1283080,0
1283075,2
1283074,2
1283071,1
1283069,0
1283068,1
1283066,1
1283044,2
1283041,2
1283039,0
1283038,0
1283035,1
1283034,2
1283030,2
1283025,0
1283019,0
1283016,0
1283011,2
1283007,2
1283005,2
1283003,2
1282999,2
1282996,2
1282995,2
1282990,2
1282988,2
1282987,2
1282986,0
1282983,2
1282980,1
1282972,0
1282968,2
1282966,2
1282965,2
1282962,0
1282961,0
1282957,1
1282956,0
1282954,0
1282953,2
1282952,2
1282950,2
1282948,2
1282946,0
1282944,2
1282940,1
1282939,2
1282936,2
1282935,1
1282932,2
1282931,1
1282930,2
1282928,2
1282926,2
1282924,1
1282914,2
1282911,2
1282907,2
1282904,0
1282902,1
1282899,2
1282898,2
1282895,2
1282894,2
1282893,2
1282890,2
1282889,2
1282888,2
1282884,1
1282882,2
1282879,2
1282877,2
1282872,0
1282871,2
1282866,2
1282862,2
1282860,2
1282858,2
1282855,2
1282854,2
1282852,2
1282850,2
1282849,0
1282848,2
1282844,2
1282843,1
1282841,0
1282839,2
1282837,0
1282834,2
1282830,2
1282822,0
1282819,2
1282818,2
1282816,1
1282813,2
1282809,2
1282805,0
1282797,1
1282791,2
1282788,1
1282787,2
1282768,2
1282767,2
1282764,2
1282762,2
1282760,2
1282758,0
1282756,2
1282753,0
1282752,2
1282749,0
1282747,2
1282745,2
1282743,2
1282741,1
1282739,0
1282738,2
1282737,2
1282736,2
1282732,2
1282731,0
1282730,2
1282729,0
1282726,0
1282723,0
1282722,2
1282720,1
1282717,2
1282715,2
1282714,0
1282709,0
1282708,1
1282707,2
1282705,2
1282697,2
1282690,2
1282688,2
1282685,2
1282681,2
1282679,1
1282678,2
1282674,1
1282670,2
1282669,2
1282666,2
1282663,0
1282660,2
1282657,2
1282655,2
1282645,1
1282643,2
1282638,2
1282637,2
1282636,2
1282634,2
1282633,2
1282631,2
1282629,2
1282624,0
1282620,2
1282616,0
1282613,0
1282612,2
1282610,2
1282609,2
1282608,0
1282606,2
1282602,2
1282600,0
1282599,0
1282598,1
1282597,2
1282594,2
1282590,1
1282587,2
1282586,2
1282585,2
1282583,2
1282581,2
1282579,2
1282577,2
1282574,0
1282572,2
1282570,2
1282568,2
1282566,2
1282564,2
1282563,2
1282561,2
1282560,1
1282557,2
1282553,2
1282546,2
1282544,2
1282543,2
1282541,2
1282517,1
1282515,0
1282513,2
1282512,2
1282509,2
1282507,2
1282505,2
1282502,2
1282500,0
1282496,2
1282487,2
1282481,2
1282477,2
1282472,2
1282467,0
1282466,2
1282463,2
1282457,2
1282455,2
1282450,2
1282446,2
1282445,2
1282443,2
1282442,2
1282438,0
1282437,0
1282436,2
1282432,2
1282429,0
1282424,2
1282421,2
1282414,2
1282408,2
1282406,2
1282403,2
1282400,2
1282398,2
1282394,2
1282390,2
1282387,2
1282384,0
1282383,2
1282382,2
1282378,2
1282371,2
1282367,2
1282365,1
1282326,2
1282323,2
1282321,0
1282318,1
1282316,2
1282314,2
1282309,2
1282303,2
1282300,2
1282296,0
1282294,2
1282288,2
1282285,0
1282282,2
1282272,2
1282271,2
1282269,2
1282268,2
1282266,0
1282264,2
1282263,2
1282256,2
1282254,2
1282252,2
1282250,2
1282248,2
1282247,0
1282246,2
1282244,2
1282243,2
1282241,2
1282240,2
1282238,2
1282232,0
1282229,2
1282227,2
1282225,2
1282223,2
1282219,2
1282217,0
1282214,2
1282212,2
1282206,2
1282203,1
1282201,2
1282200,2
1282198,2
1282195,2
1282173,2
1282161,0
1282151,2
1282148,2
1282147,0
1282145,2
1282141,2
1282136,2
1282133,2
1282130,2
1282126,0
1282125,2
1282124,0
1282121,0
1282116,1
1282113,1
1282111,0
1282109,2
1282105,2
1282103,1
1282101,2
1282100,2
1282095,0
1282093,1
1282090,2
1282084,2
1282082,0
1282075,2
1282073,1
1282064,2
1282063,2
1282061,2
1282056,0
1282053,2
1282052,0
1282050,0
1282049,2
1282047,2
1282040,0
1282038,2
1282037,2
1282035,2
1282033,2
1282032,2
1282026,2
1282023,2
1282020,2
1281984,2
1281983,2
1281981,2
1281975,0
1281971,2
1281968,1
1281965,0
1281963,1
1281962,0
1281958,2
1281954,0
1281952,1
1281950,2
1281945,2
1281943,1
1281938,2
1281931,2
1281929,2
1281925,2
1281921,1
1281920,2
1281918,2
1281917,0
1281915,2
1281914,0
1281913,2
1281909,2
1281905,2
1281903,0
1281900,0
1281897,2
1281896,0
1281894,2
1281890,2
1281884,0
1281881,2
1281880,1
1281877,2
1281874,2
1281873,2
1281871,2
1281869,1
1281865,1
1281863,2
1281862,2
1281860,2
1281853,2
1281850,1
1281831,0
1281830,2
1281828,2
1281827,2
1281825,2
1281824,2
1281821,2
1281820,0
1281816,2
1281811,0
1281808,0
1281805,2
1281795,1
1281781,1
1281777,2
1281776,0
1281772,2
1281767,2
1281765,2
1281761,2
1281759,2
1281757,2
1281754,2
1281752,0
1281750,0
1281742,2
1281739,2
1281734,2
1281730,2
1281725,0
1281723,2
1281717,2
1281714,0
1281710,0
1281706,2
1281704,0
1281702,2
1281696,2
1281694,0
1281691,2
1281687,0
1281680,0
1281678,2
1281675,0
1281668,0
1281664,0
1281640,2
1281639,1
1281632,2
1281631,2
1281629,2
1281628,0
1281626,2
1281619,2
1281616,2
1281614,2
1281611,2
1281608,2
1281605,2
1281603,2
1281600,0
1281599,2
1281598,1
1281595,0
1281589,2
1281586,1
1281585,2
1281583,2
1281582,2
1281581,1
1281579,2
1281578,2
1281576,0
1281575,2
1281569,0
1281566,0
1281563,2
1281560,2
1281559,0
1281558,1
1281554,2
1281551,0
1281550,2
1281549,0
1281547,2
1281546,2
1281543,2
1281542,1
1281541,2
1281540,1
1281537,0
1281534,1
1281529,2
1281523,2
1281521,2
1281519,0
1281518,2
1281516,2
1281515,0
1281513,0
1281510,2
1281507,2
1281502,0
1281499,2
1281495,2
1281493,2
1281492,2
1281491,2
1281489,2
1281488,2
1281487,0
1281485,2
1281483,2
1281481,1
1281478,2
1281474,2
1281472,1
1281471,2
1281470,2
1281469,2
1281468,2
1281465,2
1281462,2
1281461,2
1281459,0
1281457,2
1281456,2
1281455,1
1281454,2
1281453,0
1281452,0
1281451,2
1281449,2
1281445,0
1281443,0
1281442,2
1281441,2
1281439,2
1281437,2
1281419,2
1281415,0
1281413,0
1281411,2
1281410,2
1281409,2
1281400,1
1281396,2
1281394,2
1281393,1
1281390,2
1281388,0
1281385,2
1281382,2
1281379,0
1281375,2
1281373,0
1281371,2
1281369,2
1281365,2
1281363,0
1281362,2
1281361,2
1281360,2
1281358,0
1281357,2
1281355,2
1281353,2
1281350,2
1281347,1
1281344,2
1281343,2
1281342,2
1281340,2
1281331,2
1281330,2
1281327,2
1281325,2
1281323,2
1281321,2
1281319,0
1281314,2
1281310,2
1281308,0
1281305,0
1281303,1
1281301,2
1281298,0
1281295,2
1281270,2
1281265,2
1281257,2
1281256,2
1281255,0
1281254,2
1281252,2
1281249,2
1281248,2
1281245,2
1281244,2
1281241,1
1281236,2
1281235,2
1281234,2
1281230,2
1281228,2
1281227,2
1281226,2
1281222,0
1281220,1
1281218,2
1281216,2
1281215,2
1281214,0
1281213,0
1281211,2
1281209,0
1281207,2
1281206,2
1281199,2
1281196,1
1281195,1
1281188,0
1281187,2
1281186,0
1281185,2
1281182,1
1281179,2
1281175,2
1281171,0
1281169,0
1281168,2
1281164,2
1281161,0
1281159,2
1281156,2
1281155,2
1281131,0
1281130,2
1281129,2
1281125,1
1281123,2
1281121,2
1281117,2
1281114,1
1281110,2
1281109,2
1281108,2
1281107,2
1281105,1
1281104,2
1281103,0
1281100,1
1281096,2
1281095,1
1281092,2
1281090,2
1281088,2
1281085,2
1281076,2
1281055,2
1281045,0
1281017,2
1281010,2
1281002,2
1281001,0
1280999,2
1280998,2
1280996,2
1280990,2
1280988,2
1280986,0
1280983,2
1280982,2
1280981,0
1280980,2
1280975,0
1280973,2
1280972,2
1280971,2
1280970,2
1280969,2
1280966,2
1280965,0
1280959,2
1280956,2
1280954,0
1280953,0
1280948,0
1280946,0
1280945,2
1280943,1
1280942,2
1280941,2
1280939,0
1280937,2
1280935,2
1280934,2
1280932,2
1280930,2
1280929,0
1280925,2
1280923,0
1280922,2
1280921,2
1280919,2
1280918,0
1280916,2
1280912,1
1280911,2
1280910,2
1280909,2
1280908,0
1280907,2
1280906,2
1280904,0
1280903,2
1280889,2
1280885,2
1280881,2
1280880,1
1280879,2
1280877,1
1280873,2
1280872,2
1280871,0
1280870,2
1280869,0
1280863,2
1280860,2
1280840,2
1280839,2
1280838,2
1280837,1
1280835,0
1280834,0
1280831,2
1280829,2
1280827,0
1280826,2
1280825,2
1280824,2
1280822,2
1280817,0
1280814,0
1280813,2
1280812,1
1280809,0
1280805,0
1280804,2
1280800,2
1280799,2
1280798,0
1280797,2
1280796,2
1280790,2
1280789,2
1280787,2
1280785,2
1280782,0
1280778,2
1280772,2
1280766,2
1280765,1
1280761,2
1280756,2
1280754,2
1280753,2
1280752,2
1280750,2
1280748,1
1280746,2
1280745,2
1280743,2
1280738,2
1280736,2
1280719,0
1280712,2
1280709,2
1280706,2
1280704,2
1280700,2
1280696,2
1280690,2
1280687,2
1280684,1
1280675,2
1280669,2
1280663,2
1280658,2
1280652,2
1280649,2
1280646,2
1280641,2
1280637,2
1280636,0
1280632,0
1280629,0
1280628,2
1280624,0
1280622,2
1280621,2
1280619,2
1280617,2
1280615,2
1280611,0
1280610,0
1280606,2
1280605,2
1280598,2
1280588,2
1280582,0
1280578,2
1280573,2
1280569,2
1280566,2
1280565,0
1280563,2
1280561,2
1280560,2
1280559,0
1280558,1
1280551,2
1280548,1
1280547,0
1280533,2
1280532,2
1280531,0
1280530,1
1280529,0
1280527,0
1280523,2
1280522,2
1280521,0
1280519,2
1280515,2
1280514,0
1280509,2
1280507,2
1280503,2
1280500,2
1280499,2
1280497,2
1280495,0
1280494,2
1280491,2
1280489,2
1280487,2
1280485,2
1280484,2
1280481,2
1280476,2
1280475,2
1280473,2
1280472,2
1280467,0
1280465,2
1280462,2
1280455,2
1280454,2
1280452,2
1280451,0
1280448,2
1280441,0
1280438,2
1280434,2
1280431,0
1280426,0
1280420,0
1280416,2
1280413,2
1280411,2
1280410,2
1280392,2
1280391,2
1280389,2
1280388,2
1280387,2
1280375,2
1280355,2
1280351,2
1280350,2
1280348,2
1280343,1
1280340,2
1280339,2
1280337,2
1280335,1
1280333,2
1280330,0
1280326,2
1280323,2
1280319,0
1280316,1
1280311,0
1280310,2
1280309,2
1280306,2
1280301,2
1280296,1
1280291,2
1280287,2
1280279,0
1280277,2
1280274,1
1280272,0
1280270,2
1280268,0
1280267,1
1280266,2
1280264,2
1280263,2
1280261,0
1280260,0
1280259,2
1280258,0
1280256,0
1280251,1
1280248,2
1280247,1
1280227,2
1280221,2
1280218,2
1280217,2
1280215,2
1280213,2
1280212,2
1280210,2
1280200,2
1280197,1
1280195,2
1280192,1
1280188,2
1280187,2
1280182,0
1280180,2
1280173,2
1280171,0
1280165,2
1280145,2
1280144,2
1280139,2
1280138,2
1280135,2
1280132,2
1280131,2
1280126,2
1280123,2
1280118,2
1280117,2
1280115,2
1280112,2
1280109,2
1280107,2
1280105,2
1280104,2
1280102,1
1280100,1
1280098,2
1280097,2
1280095,2
1280091,2
1280090,2
1280089,2
1280088,2
1280087,2
1280085,2
1280084,2
1280066,2
1280065,2
1280062,2
1280061,2
1280059,2
1280055,0
1280053,2
1280051,2
1280043,0
1280042,2
1280041,2
1280039,2
1280038,0
1280037,1
1280036,2
1280035,2
1280033,2
1280032,0
1280029,0
1280026,2
1280024,2
1280022,2
1280017,2
1280012,2
1280011,2
1280006,2
1280001,2
1279998,2
1279997,2
1279991,1
1279987,2
1279980,2
1279978,2
1279974,2
1279971,2
1279964,0
1279960,2
1279954,2
1279950,1
1279943,2
1279938,0
1279931,0
1279927,2
1279922,2
1279913,2
1279910,0
1279905,2
1279889,0
1279880,2
1279879,2
1279874,2
1279873,2
1279860,2
1279858,2
1279854,2
1279848,2
1279842,2
1279833,2
1279819,2
1279812,2
1279803,2
1279800,0
1279799,2
1279798,2
1279797,2
1279795,2
1279789,2
1279787,2
1279785,2
1279783,2
1279779,2
1279777,2
1279775,1
1279774,2
1279773,2
1279771,2
1279768,2
1279760,2
1279756,1
1279753,2
1279749,2
1279739,2
1279719,2
1279713,2
1279711,0
1279708,2
1279702,2
1279695,1
1279687,0
1279684,0
1279682,2
1279679,0
1279678,2
1279676,2
1279636,2
1279627,1
1279625,2
1279623,2
1279621,2
1279617,0
1279608,2
1279606,0
1279604,0
1279603,1
1279602,0
1279599,2
1279598,2
1279595,2
1279591,2
1279588,2
1279587,2
1279585,2
1279584,2
1279582,1
1279579,2
1279578,2
1279577,2
1279576,2
1279572,2
1279571,2
1279569,2
1279567,0
1279565,2
1279562,0
1279561,2
1279560,0
1279556,2
1279554,0
1279553,2
1279550,0
1279549,2
1279547,2
1279546,2
1279544,2
1279541,2
1279539,2
1279538,2
1279536,2
1279529,2
1279525,2
1279524,0
1279522,0
1279485,2
1279482,2
1279480,2
1279479,2
1279478,2
1279477,0
1279476,2
1279474,2
1279473,2
1279472,2
1279471,2
1279470,0
1279469,2
1279465,0
1279462,0
1279457,2
1279454,2
1279450,2
1279449,2
1279446,2
1279440,2
1279429,2
1279426,2
1279423,0
1279419,2
1279407,0
1279405,2
1279402,2
1279401,2
1279400,2
1279399,2
1279397,2
1279396,2
1279395,2
1279391,2
1279389,0
1279388,2
1279387,2
1279384,0
1279382,2
1279380,2
1279378,2
1279372,2
1279371,2
1279361,2
1279351,0
1279347,0
1279340,2
1279314,0
1279313,2
1279312,0
1279310,0
1279309,2
1279308,0
1279304,0
1279303,2
1279302,0
1279300,2
1279298,2
1279297,2
1279295,2
1279293,0
1279291,2
1279288,2
1279287,2
1279284,2
1279280,2
1279271,1
1279267,2
1279265,2
1279264,2
1279263,0
1279260,2
1279257,2
1279255,2
1279251,2
1279248,2
1279247,2
1279246,2
1279245,2
1279244,2
1279239,2
1279238,2
1279237,2
1279233,0
1279232,2
1279229,0
1279226,0
1279223,2
1279217,2
1279210,1
1279199,0
1279196,2
1279194,2
1279150,2
1279148,2
1279147,2
1279142,2
1279141,2
1279140,2
1279136,2
1279133,2
1279132,2
1279130,2
1279126,2
1279122,2
1279117,2
1279113,2
1279108,1
1279104,2
1279102,0
1279100,0
1279096,0
1279092,2
1279089,2
1279086,2
1279082,2
1279078,2
1279077,0
1279075,2
1279074,1
1279072,1
1279068,2
1279062,2
1279058,2
1279057,2
1279056,2
1279055,0
1279051,2
1279046,2
1279045,2
1279042,2
1279041,0
1279038,2
1279029,2
1279023,2
1279022,2
1279021,2
1279018,2
1279016,2
1279011,2
1279008,2
1278995,2
1278994,2
1278991,0
1278989,2
1278988,0
1278985,0
1278983,2
1278982,0
1278981,0
1278980,2
1278978,1
1278976,2
1278974,2
1278972,0
1278971,0
1278970,0
1278969,2
1278968,2
1278967,2
1278966,0
1278965,0
1278963,0
1278962,2
1278961,2
1278958,1
1278957,0
1278956,2
1278955,1
1278954,2
1278953,0
1278950,2
1278949,2
1278947,0
1278946,2
1278940,2
1278939,2
1278937,2
1278936,2
1278933,2
1278932,1
1278930,1
1278929,2
1278927,0
1278924,2
1278923,2
1278920,2
1278915,2
1278913,2
1278903,2
1278902,2
1278901,0
1278900,2
1278899,2
1278898,2
1278896,2
1278895,0
1278894,2
1278892,2
1278891,2
1278889,1
1278887,1
1278886,2
1278883,0
1278882,2
1278880,0
1278879,0
1278878,2
1278877,2
1278876,2
1278875,0
1278874,2
1278873,2
1278871,2
1278870,0
1278869,2
1278868,2
1278865,2
1278861,0
1278858,0
1278856,2
1278853,2
1278852,2
1278851,2
1278848,2
1278842,2
1278840,2
1278837,2
1278836,2
1278834,2
1278833,2
1278832,2
1278831,0
1278830,2
1278828,2
1278827,2
1278819,0
1278818,2
1278817,2
1278816,2
1278813,2
1278812,2
1278811,2
1278809,2
1278807,2
1278803,2
1278801,0
1278800,2
1278798,2
1278794,1
1278791,2
1278790,2
1278789,2
1278787,1
1278784,2
1278782,2
1278780,2
1278778,2
1278777,2
1278773,0
1278769,2
1278768,2
1278767,0
1278766,0
1278765,1
1278763,2
1278761,2
1278758,2
1278755,2
1278753,2
1278744,2
1278743,2
1278742,2
1278740,2
1278738,2
1278737,2
1278734,1
1278733,0
1278732,2
1278730,2
1278727,0
1278726,2
1278720,2
1278718,2
1278715,2
1278714,2
1278713,2
1278711,2
1278709,2
1278707,0
1278705,1
1278703,2
1278701,2
1278699,2
1278698,2
1278696,2
1278695,2
1278693,2
1278692,2
1278691,2
1278690,2
1278689,2
1278686,2
1278683,2
1278680,2
1278675,0
1278673,2
1278671,2
1278670,2
1278669,2
1278668,2
1278667,2
1278666,2
1278664,0
1278663,2
1278659,2
1278657,2
1278655,2
1278654,2
1278652,1
1278650,1
1278648,1
1278647,0
1278646,2
1278644,2
1278642,2
1278641,0
1278638,2
1278633,0
1278629,2
1278627,2
1278626,2
1278625,0
1278623,2
1278621,2
1278619,2
1278618,0
1278617,2
1278613,2
1278610,2
1278609,0
1278607,0
1278604,2
1278603,2
1278600,2
1278598,2
1278597,2
1278594,2
1278591,2
1278590,2
1278589,2
1278588,0
1278587,2
1278585,2
1278583,1
1278581,2
1278580,2
1278579,2
1278578,2
1278575,1
1278573,2
1278570,2
1278567,0
1278562,2
1278555,2
1278551,2
1278548,2
1278543,2
1278539,0
1278535,2
1278529,2
1278528,2
1278527,2
1278525,2
1278523,2
1278522,2
1278512,2
1278511,2
1278508,0
1278507,2
1278506,2
1278504,2
1278496,2
1278494,2
1278492,0
1278490,2
1278489,0
1278485,2
1278482,2
1278481,2
1278479,2
1278478,2
1278477,2
1278476,2
1278474,2
1278471,0
1278470,1
1278468,0
1278465,2
1278464,2
1278462,0
1278461,2
1278460,0
1278458,0
1278457,0
1278447,0
1278441,2
1278440,2
1278436,2
1278435,2
1278431,2
1278428,0
1278427,2
1278425,2
1278420,2
1278419,1
1278416,1
1278415,1
1278414,0
1278412,2
1278411,2
1278409,2
1278408,0
1278377,2
1278369,2
1278363,2
1278362,2
1278361,2
1278360,2
1278359,2
1278358,2
1278357,2
1278355,0
1278354,2
1278349,2
1278347,2
1278343,2
1278339,2
1278338,2
1278331,2
1278325,0
1278324,1
1278321,2
1278319,0
1278315,2
1278310,2
1278304,2
1278303,2
1278302,0
1278297,2
1278295,2
1278293,2
1278292,2
1278291,2
1278290,2
1278289,2
1278287,2
1278286,2
1278284,2
1278283,0
1278278,2
1278277,0
1278276,2
1278275,2
1278274,2
1278271,2
1278269,2
1278268,0
1278266,2
1278265,0
1278263,0
1278222,2
1278221,2
1278219,1
1278217,2
1278214,2
1278212,2
1278211,2
1278210,2
1278208,2
1278205,2
1278203,1
1278199,2
1278198,2
1278194,2
1278193,2
1278192,0
1278190,2
1278189,2
1278188,2
1278185,2
1278183,2
1278178,2
1278177,2
1278175,1
1278174,2
1278170,2
1278168,0
1278167,2
1278166,0
1278163,0
1278158,2
1278157,2
1278156,2
1278153,2
1278149,2
1278144,2
1278143,2
1278142,2
1278138,2
1278134,2
1278130,2
1278129,1
1278128,2
1278127,2
1278126,0
1278124,2
1278123,2
1278121,2
1278087,2
1278085,2
1278084,0
1278081,0
1278080,2
1278079,2
1278076,1
1278074,2
1278070,2
1278067,2
1278066,1
1278065,2
1278063,2
1278062,2
1278061,2
1278059,2
1278058,2
1278057,2
1278055,2
1278053,2
1278052,0
1278051,2
1278048,0
1278047,0
1278045,0
1278043,2
1278040,2
1278039,2
1278038,0
1278036,2
1278034,2
1278032,2
1278026,0
1278024,2
1278021,0
1278020,1
1278019,2
1278018,2
1278014,1
1278005,2
1278004,2
1278003,2
1278001,2
1278000,2
1277998,0
1277997,2
1277996,2
1277974,2
1277972,2
1277971,2
1277970,0
1277968,2
1277967,2
1277965,2
1277963,2
1277961,2
1277958,2
1277957,1
1277955,2
1277951,2
1277949,2
1277948,2
1277946,2
1277944,2
1277943,1
1277942,2
1277938,2
1277937,0
1277936,2
1277935,2
1277933,2
1277932,2
1277931,2
1277930,2
1277927,2
1277926,2
1277925,0
1277924,0
1277922,1
1277920,2
1277919,2
1277918,1
1277916,2
1277915,2
1277912,2
1277904,0
1277903,2
1277900,2
1277899,0
1277895,2
1277894,0
1277893,2
1277892,2
1277891,1
1277890,0
1277882,2
1277881,0
1277880,2
1277878,2
1277877,2
1277876,2
1277874,2
1277872,2
1277871,2
1277870,2
1277868,0
1277866,2
1277865,2
1277862,2
1277860,2
1277859,2
1277857,2
1277855,2
1277851,1
1277848,2
1277847,2
1277845,2
1277843,2
1277842,2
1277841,0
1277840,2
1277837,2
1277834,2
1277833,2
1277830,2
1277829,2
1277827,0
1277823,2
1277820,2
1277817,2
1277815,2
1277812,2
1277806,2
1277805,2
1277804,2
1277802,2
1277801,2
1277799,1
1277797,2
1277781,2
1277780,2
1277778,2
1277777,2
1277776,2
1277774,2
1277770,2
1277769,2
1277768,0
1277766,2
1277764,2
1277763,2
1277761,2
1277758,0
1277755,2
1277753,0
1277750,2
1277745,2
1277743,2
1277736,2
1277735,2
1277734,0
1277733,2
1277731,2
1277730,2
1277729,2
1277727,2
1277726,2
1277723,0
1277722,2
1277721,2
1277720,2
1277719,2
1277718,2
1277717,2
1277716,2
1277714,2
1277711,2
1277709,2
1277708,2
1277706,2
1277701,2
1277700,2
1277699,0
1277697,2
1277696,2
1277694,1
1277685,2
1277683,2
1277682,0
1277678,2
1277677,2
1277676,2
1277673,2
1277672,2
1277671,2
1277670,1
1277669,2
1277667,2
1277666,2
1277665,2
1277664,1
1277662,2
1277658,0
1277657,2
1277652,2
1277649,2
1277646,2
1277645,2
1277642,2
1277640,2
1277638,2
1277633,2
1277632,2
1277631,0
1277630,2
1277629,0
1277628,1
1277626,2
1277624,2
1277621,1
1277620,0
1277618,0
1277616,2
1277614,2
1277611,0
1277606,0
1277604,0
1277603,1
1277600,2
1277598,1
1277596,2
1277595,0
1277594,2
1277579,2
1277578,2
1277577,2
1277576,2
1277574,2
1277572,1
1277570,2
1277569,2
1277567,2
1277566,2
1277562,2
1277556,2
1277553,2
1277552,2
1277551,0
1277549,2
1277548,1
1277545,2
1277543,1
1277542,0
1277541,2
1277540,2
1277538,1
1277537,2
1277536,1
1277535,2
1277534,2
1277533,2
1277529,2
1277528,2
1277527,2
1277525,0
1277524,2
